ds_id,name,group,submitter,is_public,polarity,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2020-07-07_17h22m05s,2013_12_31_B73_R1_T24_S4_Sec23_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,111.0,83.0,181.0,10.0,2020-07-07_17h22m05s,DAN,low,0.5,197006.03166321176,False,False
2020-07-07_17h23m30s,2013_12_30_B73_R1_T24_S3_Sec23_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,2.0,85.0,124.0,83.0,2020-07-07_17h22m05s,DAN,low,0.5,197006.03166321176,False,False
2020-07-07_17h26m27s,2013_12_31_B73_R1_T24_S4_Sec24_9AA_Neg,Iowa State University,Josiah Rensner,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),Other,23,42426.406871192856,49.0,57.0,101.0,4.0,2020-07-07_17h25m54s,9AA,low,0.3333333333333333,131337.35444214114,False,False
2020-07-23_18h12m22s,MO17_Corn_Seed_2anda_half_days_DAN_Neg_130701101824,Iowa State University,Josiah Rensner,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,93.0,125.0,217.0,841.0,2020-07-23_18h12m22s,DAN,low,1.0,394012.0633264235,False,False
2020-07-28_20h27m42s,2013_12_31_MO17_R1_T24_S3_Sec12_DAN_Neg,Iowa State University,Josiah Rensner,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Other,23,42426.406871192856,61.0,38.0,129.0,221.0,2020-07-28_20h39m14s,DAN,low,0.3333333333333333,131337.35444214114,False,False
2020-07-28_20h30m48s,2013_12_31_MO17_R1_T24_S3_Sec13_9AA_Neg,Iowa State University,Josiah Rensner,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),Other,23,42426.406871192856,32.0,42.0,137.0,19.0,2020-07-28_20h35m49s,9AA,low,0.5,197006.03166321176,False,False
2020-07-29_20h39m47s,2014_1_4_MO17_R1_T24_S5_Sec21_DHB_Pos,Iowa State University,Josiah Rensner,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,9.0,109.0,403.0,259.0,2020-07-29_20h38m12s,DHB,low,0.3333333333333333,114044.93389288077,False,False
2020-08-03_17h52m53s,2015_03_09_B73_T24_S2_Sec19_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,33.0,13.0,33.0,50.0,2020-08-03_17h52m53s,DHB,low,0.5,171067.40083932114,False,False
2020-08-03_17h55m36s,2015_03_10_B73_T24_S3_Sec19_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,22.0,62.0,49.0,63.0,2020-08-03_17h52m53s,DHB,low,0.5,171067.40083932114,False,False
2021-06-21_18h42m20s,DHBK4,Iowa State University,Evan Larson,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,27.0,13.0,252.0,1228.0,2021-06-21_18h42m20s,DHB,medium,0.3333333333333333,139893.4356520036,False,False
2021-06-21_19h47m17s,CA__4_6_21,Iowa State University,Evan Larson,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,27.0,32.0,172.0,1548.0,2021-06-21_19h47m17s,DHB,medium,0.3333333333333333,139893.4356520036,False,False
2021-06-21_19h54m36s,CA__5_6_21,Iowa State University,Evan Larson,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,30.0,28.0,188.0,1672.0,2021-06-21_19h47m17s,DHB,medium,0.3333333333333333,139893.4356520036,False,False
2021-09-22_18h35m44s,DHBK1_CornCyc_2PACA,Iowa State University,Evan Larson,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,11.0,33.0,274.0,1228.0,2021-09-22_18h35m44s,DHB,medium,1.0,419680.3069560108,False,False
2021-09-22_18h38m45s,DHBK3_CornCyc_CA_2PA,Iowa State University,Evan Larson,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,16.0,24.0,311.0,1381.0,2021-09-22_18h38m45s,DHB,medium,0.5,209840.1534780054,False,False
2021-09-22_18h43m54s,DHBK4_CornCyc_CA_2PA,Iowa State University,Evan Larson,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,15.0,25.0,276.0,1211.0,2021-09-22_18h38m45s,DHB,medium,0.5,209840.1534780054,False,False
2021-09-29_21h11m13s,DHBK1_CornCyc,Iowa State University,Evan Larson,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,11.0,29.0,276.0,1197.0,2021-09-29_21h52m00s,DHB,medium,0.3333333333333333,139893.4356520036,False,False
2021-09-29_22h00m35s,DAN1_CornCyc,Iowa State University,Evan Larson,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,41.0,33.0,146.0,159.0,2021-09-29_22h06m10s,DHB,medium,0.3333333333333333,161105.2162967057,False,False
2021-09-29_22h06m10s,DAN2_CornCyc,Iowa State University,Evan Larson,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,32.0,34.0,123.0,194.0,2021-09-29_22h06m10s,DHB,medium,0.3333333333333333,161105.2162967057,False,False
2021-09-29_22h12m44s,DAN4_CornCyc,Iowa State University,Evan Larson,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,120000.0,26.0,30.0,172.0,237.0,2021-09-29_22h06m10s,DHB,medium,0.3333333333333333,161105.2162967057,False,False
2022-05-30_16h15m34s,bottom_control_1,Iowa State University,Josiah Rensner,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHAP,"2,5-dihydroxyacetophenone (DHAP)/Gold Sputter",Other,none,240000.0,15.0,11.0,117.0,572.0,2022-05-30_16h15m34s,DHAP,high,1.0,275412.9013049359,False,False
2017-02-23_09h51m18s,Mouse liver_DMAN_200x200_25um_rcal,JLU Giessen,Mario Kompauer,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,22.0,74.0,101.0,481.0,2017-02-23_09h51m18s,DMAN,medium,1.0,240756.88716264314,True,True
2017-06-30_07h58m44s,Mousebrain_MG08_2017_GruppeE,JLU Giessen,Mario Kompauer,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,120000.0,15.0,60.0,192.0,677.0,2017-06-30_07h58m44s,DHB,medium,1.0,209057.8373330585,False,False
2017-10-25_12h40m47s,Trifolium repens 13,JLU Giessen,Mario Kompauer,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,8.0,33.0,91.0,2671.0,2017-10-25_12h40m47s,DHB,high,1.0,227683.49018371876,False,False
2017-12-06_09h49m00s,Aconitum lycoctonum_5_DD,JLU Giessen,Mario Kompauer,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,25.0,24.0,191.0,2613.0,2017-12-06_09h49m00s,DHB,high,0.3333333333333333,75894.49672790625,False,False
2018-01-18_12h10m22s,Aconitum lycoctonum_8_MK,JLU Giessen,Mario Kompauer,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,Other,2-Mercaptobenzothiazole (MBT),Other,N/A,240000.0,22.0,21.0,282.0,1884.0,2018-01-16_15h04m40s,Other Matrix,high,0.3333333333333333,94868.12090988283,False,False
2018-01-18_15h34m28s,Mouse brain_MBT_3_MK,JLU Giessen,Mario Kompauer,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,Other,2-Mercaptobenzothiazole (MBT),Other,N/A,240000.0,36.0,31.0,207.0,970.0,2018-01-18_15h34m28s,Other Matrix,high,0.5,142302.18136482424,False,False
2018-01-25_10h27m14s,Aconitum lycoctonum_13_extract_recal_MK,JLU Giessen,Mario Kompauer,True,Negative,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,N/A,240000.0,22.0,54.0,122.0,250.0,2018-01-25_10h27m14s,DMAN,high,1.0,327758.3912557902,False,False
2021-03-22_11h50m09s,MM_sample8B_EMBLinterlabstudy_200x400_100um_A20_3kV_mz75-300_lock273,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,387.0,328.0,926.0,1033.0,2021-03-22_11h53m50s,DHB,high,0.5,227680.66095029254,False,False
2021-03-22_11h57m41s,MM_sample8D_EMBLinterlabstudy_200x400_100um_A20_3kV_mz300-1200_nolock_negative9AA,JLU Giessen,Max Müller,True,Negative,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),EtOH,Ethanol/Water 70/30,240000.0,5.0,16.0,5.0,274.0,2021-03-22_11h56m42s,9AA,high,0.5,262203.45477982005,False,False
2021-06-08_13h08m53s,Mouse brain - cerebellum (DIUTHAME),JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,Other,DIUTHAME,Other,none,240000.0,12.0,26.0,95.0,132.0,2021-06-08_13h08m53s,Other Matrix,high,1.0,455361.3219005851,True,True
2021-06-08_14h39m45s,Mouse kidney,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,Other,DIUTHAME,Other,none,240000.0,208.0,286.0,728.0,1035.0,2021-06-08_14h39m45s,Other Matrix,high,1.0,455361.3219005851,False,False
2022-01-25_08h08m02s,HS_5um_3_A25_200x300_5um_pixelmode_4kV_DHB_X189,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26.0,19.0,135.0,715.0,2022-01-25_08h08m02s,DHB,high,0.5,256140.74356907912,True,True
2022-05-30_19h17m45s,MM_53_mousebrain_CMAF_10PS_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,30000.0,11.0,12.0,54.0,361.0,2022-05-30_20h09m30s,DHB,low,0.5,409106.2436428253,False,False
2022-05-30_20h03m10s,MM_54_mousebrain_pixelAF_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,41.0,88.0,235.0,934.0,2022-05-30_20h03m10s,DHB,high,1.0,512281.48713815823,False,False
2022-05-30_20h09m30s,MM_52_mousebrain_CMAF_5PS_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,60000.0,9.0,15.0,93.0,568.0,2022-05-30_20h09m30s,DHB,low,0.5,409106.2436428253,False,False
2022-05-30_20h18m04s,FP2_18PS_CM_cerebellum_200x200_10um_A20_3kV_1_X003,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,15000.0,18.0,18.0,8.0,251.0,2022-05-30_20h18m04s,DHB,low,1.0,818212.4872856506,False,False
2022-05-30_20h44m19s,FullPixel4_stitch,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,32.0,47.0,268.0,987.0,2022-05-30_20h44m19s,DHB,high,1.0,512281.48713815823,True,True
2022-05-31_10h25m40s,HS_5um_3_A25_200x300_5um_pixelmode_4kV_DHB_X189,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26.0,19.0,135.0,715.0,2022-01-25_08h08m02s,DHB,high,0.5,256140.74356907912,True,False
2022-05-31_10h27m17s,FullPixel4_125x260_50um_fullpixel_A30_X100,JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,32.0,54.0,255.0,976.0,2022-05-31_10h27m17s,DHB,high,1.0,512281.48713815823,False,False
2022-05-31_10h46m34s,"MM_76_mousebrain_325x226_40um_laseronoff_1,9PS_A40",JLU Giessen,Max Müller,True,Positive,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26.0,31.0,482.0,995.0,2022-05-31_10h46m34s,DHB,high,1.0,512281.48713815823,False,False
2021-08-06_18h15m16s,20210804_jl_lungmap_d281_lul_8a3_neg_3b,LungMAP,Jessica Lukowski,True,Negative,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,26.0,28.0,102.0,412.0,2021-08-06_18h15m16s,NEDC,high,0.5,29444.80152697742,False,False
2021-08-16_23h18m11s,20210814_jl_lungmap_d281_8a3_pos_slide2_7a,LungMAP,Jessica Lukowski,True,Positive,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,58.0,46.0,129.0,1534.0,2021-08-16_23h18m11s,DHB,high,0.5,25567.976893523217,False,False
2018-08-08_19h34m32s,300k DESI-FTICR of rat kidney ,M4I,Pieter Kooijman,True,Positive,ESI,DESI,FTICR,FTICR,Other,none,MeOH,MeOH,644000.0,55.0,53.0,154.0,535.0,2018-08-08_19h34m32s,MeOH,high,1.0,3872.495047903586,False,False
2021-02-08_12h11m20s,20210205_1013x802_15um_CFZ_C29#4+IS_DHB_POS_mode_200-1000mz_70K_Laser39_6p5kV_200C_Slens80_Line_leftright_centroid,MALDI-MSI-UB,Landry Blanc,True,Positive,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Toluene,Toluene/Propanol,49497.47468305833,2.0,42.0,121.0,2565.0,2021-02-08_12h11m20s,DHB,low,1.0,174549.65470249255,False,False
2022-05-17_15h40m15s,20220513_1332x914_8um_TB Left Lobe#6_Mice_AcOH_AND_Neg_mode_250-2000mz_70K_Laser39_5p0kV_350C_Slens900_Line_leftright_centroid,MALDI-MSI-UB,Landry Blanc,True,Negative,MALDI,AP-SMALDI 5,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",Acetone,70/30 acetone/water,70000.0,43.0,78.0,103.0,620.0,2022-05-17_15h40m15s,DAN,low,1.0,226143.32983055385,False,False
2021-09-08_00h24m55s,190411_Zfish_Dminus2C_Neg,METRIC,Whitney Stutts,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,214.0,165.0,18.0,76.0,2021-09-08_00h24m55s,Other Solvent,medium,1.0,236185.45961558633,True,True
2021-09-08_20h52m24s,190411_Zfish_Dplus7E,METRIC,Whitney Stutts,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,412.0,714.0,1429.0,4249.0,2020-02-06_22h36m23s,Other Solvent,medium,0.5,102544.15144392669,True,False
2016-09-21_16h07m07s,MPI//MPIMM_021_QE_P_BAZ,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,6.0,16.0,132.0,339.0,2016-09-21_16h07m07s,DHB,medium,1.0,201786.48940204506,True,True
2017-03-16_09h28m17s,MPIMM_048_QE_P_BA_CF_sp1,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,,140000.0,88.0,122.0,433.0,166.0,2017-03-16_09h28m17s,CHCA,medium,0.2,53809.730507212014,False,False
2017-08-10_08h45m20s,MPIMM_071_QE_P_BH_936_HR_new_export,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,3.0,12.0,83.0,527.0,2017-08-10_08h45m20s,DHB,high,1.0,293019.0851493613,False,False
2019-03-08_16h46m27s,MPIMM_143_QE_P_Oalg,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHAP,"2,5-dihydroxyacetophenone (DHA)",Other,,240000.0,70.0,326.0,741.0,1931.0,2019-03-08_16h46m27s,DHAP,high,1.0,439528.62772404193,False,False
2019-03-12_08h57m03s,MPIMM_141_QE_P_Bputeo,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHAP,"2,5-dihydroxyacetophenone (DHA)",ACN,ACN:MeOH:H2O (80:10:10),240000.0,34.0,41.0,420.0,4435.0,2019-03-12_08h57m03s,DHAP,high,1.0,439528.62772404193,False,False
2019-06-21_13h02m14s,MPIMM_155_QE_P_SGR_CF,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,13.0,24.0,125.0,1728.0,2019-06-21_13h02m14s,DHB,high,0.1111111111111111,48836.51419156021,False,False
2019-06-25_16h16m41s,MPIMM_160_QE_P_WF1,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHAP,DHAP,ACN,80% ACN 10% MeOH 10% H2O,240000.0,33.0,13.0,175.0,437.0,2019-06-25_16h16m41s,DHAP,high,0.5,219764.31386202096,False,False
2019-06-26_09h25m02s,MPIMM_164_QE_P_BC_CF,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,TG-MALDI-2,Orbitrap,Orbitrap,DHAP,DHAP,ACN,80% ACN 10% MeOH 10% H2O,240000.0,18.0,24.0,312.0,1459.0,2018-12-20_13h46m48s,DHAP,high,0.125,54941.07846550524,True,False
2019-08-05_13h09m17s,MPIMM_181_QE_P_Col1,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,15.0,73.0,316.0,181.0,2019-08-05_13h10m24s,DHB,high,0.3333333333333333,146509.5425746806,False,False
2019-10-16_14h47m44s,MPIMM_014_FT_P_rean,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),Other,none,1000000.0,9.0,21.0,35.0,939.0,2019-10-16_14h47m44s,CHCA,high,1.0,635916.2188441383,True,True
2020-08-03_14h55m14s,MPIMM_203_QE_P_SG_spots,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,70% Methanol / 30% H2O/ 0.1% TFA,240000.0,12.0,57.0,241.0,2004.0,2020-07-30_12h13m35s,DHB,high,0.5,256391.69950569113,False,False
2020-10-16_10h02m22s,MPIMM_217_QE_MetaMix_PEN,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,Acetone,60% acetone | 0.1% TFA,240000.0,19.0,22.0,28.0,384.0,2020-10-29_14h41m38s,DHB,high,0.5,256391.69950569113,False,False
2020-10-29_14h41m38s,MPIMM_218_QE_MetaMix_PEN,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,11.0,25.0,110.0,708.0,2020-10-29_14h41m38s,DHB,high,0.5,256391.69950569113,True,True
2020-12-23_10h14m19s,MPIMM_222_QE_P_MetaMix,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,14.0,21.0,204.0,517.0,2020-12-23_10h13m10s,DHB,high,0.3333333333333333,170927.79967046072,False,False
2021-04-21_10h22m47s,MPIMM_230_QE_N_Metaspace,MPI Bremen,Manuel Liebeke,True,Negative,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),MeOH,70% MeOH | 0.1% TFA,240000.0,6.0,15.0,15.0,125.0,2021-04-22_12h25m37s,9AA,high,0.16666666666666666,112483.00744547136,False,False
2021-04-23_10h42m18s,MPIMM_232_QE_N_Metaspace,MPI Bremen,Manuel Liebeke,True,Negative,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),MeOH,70% MeOH | 0.1% TFA,240000.0,7.0,16.0,22.0,191.0,2021-04-22_12h25m37s,9AA,high,0.16666666666666666,112483.00744547136,False,False
2021-04-27_17h52m24s,MPIMM_233_QE_P_Metaspace,MPI Bremen,Manuel Liebeke,True,Positive,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,12.0,23.0,93.0,2790.0,2021-04-16_09h13m01s,DHB,high,0.125,73254.77128734032,False,False
2017-03-07_19h18m55s,NCSU_ChickenOvary_Cancer_pos,NCSU,Mark Bokhart,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,75.0,152.0,503.0,5464.0,2017-03-07_19h18m55s,Other Solvent,medium,1.0,171364.2017880443,False,False
2017-03-07_19h30m41s,NCSU_ChickenOvary_Cancer_neg,NCSU,Mark Bokhart,True,Negative,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,20.0,50.0,95.0,416.0,2017-03-07_19h30m41s,Other Solvent,medium,1.0,197347.8359860397,False,False
2017-03-09_16h09m38s,NCSU_macaque_colon,NCSU,Mark Bokhart,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,605.0,754.0,1912.0,5117.0,2017-03-09_16h09m38s,Other Solvent,medium,1.0,171364.2017880443,False,False
2017-03-15_15h48m06s,Human_cervical_4,NCSU,Mark Bokhart,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,118.0,332.0,817.0,4069.0,2017-03-15_15h48m06s,Other Solvent,medium,1.0,171364.2017880443,False,False
2017-04-19_16h24m28s,NCSU_mouse_LCC6_tumor,NCSU,Mark Bokhart,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,340.0,275.0,1053.0,1679.0,2017-04-19_16h24m28s,Other Solvent,medium,1.0,171364.2017880443,True,True
2017-05-03_17h59m31s,NCSU_M8_mouse_brain,NCSU,Mark Bokhart,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,260.0,427.0,1284.0,1243.0,2017-05-03_17h59m31s,Other Solvent,medium,1.0,171364.2017880443,False,False
2017-08-03_18h26m57s,Mouse_Wholebody_3,NCSU,Mark Bokhart,True,Positive,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,113.0,212.0,1087.0,7252.0,2017-08-03_18h26m57s,Other Solvent,medium,1.0,171364.2017880443,False,False
2019-04-30_17h48m44s,042919_healthy S3 1N_left upper arm_POS_250-1000,NCSU,Sitora Khodjaniyazova,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,316.0,374.0,870.0,2077.0,2019-04-30_17h48m44s,Other Solvent,medium,1.0,642303.7907420249,False,False
2019-04-30_17h58m11s,042919_stroke S3 1LR_left upper arm_POS_250-1000,NCSU,Sitora Khodjaniyazova,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,219.0,372.0,742.0,2151.0,2019-04-30_17h58m11s,Other Solvent,medium,1.0,642303.7907420249,False,False
2019-05-03_22h56m56s,Stitch_stroke (top) and healthy (bottom),NCSU,Sitora Khodjaniyazova,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,FA,0.2% formic acid in 50:50 MeOH:water,140000.0,279.0,411.0,893.0,2676.0,2019-05-03_22h56m56s,FA,medium,1.0,642303.7907420249,False,False
2019-10-05_21h34m29s,051316_GSH_QMSI_CancerTissue,NCSU,Sitora Khodjaniyazova,True,Negative,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,27.0,82.0,377.0,1516.0,2019-10-05_21h34m29s,Other Solvent,medium,1.0,739695.1161675605,False,False
2021-01-06_20h44m23s,20201220_pCSF AS HB_positive_slide_spot2_20201220122959,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,136.0,211.0,495.0,1189.0,2021-01-06_20h44m23s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-06_20h48m12s,pos_syringe change_10ppb_spot 1,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,87.0,213.0,882.0,2228.0,2021-01-06_20h48m12s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-06_20h50m02s,pos_syringe change_10ppb_spot1_lower stage,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,14.0,108.0,557.0,1867.0,2021-01-06_20h50m02s,Other Solvent,high,1.0,371719.5198059771,False,False
2021-01-06_20h52m43s,pos_syringe change_10ppb_spot 1_t 30,NCSU,Alexandria Sohn,True,Positive,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,40.0,44.0,417.0,2749.0,2021-01-06_20h52m43s,Other Solvent,high,1.0,371719.5198059771,False,False
