ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50,batch_grouping,matrix_solvent,rp_range,batch_weight,weight,include_in_recal,include_in_pilot
2020-07-29_20h38m12s,2014_1_2_MO17_R1_T24_S3_Sec10_DHB_Pos,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,86.0,228.0,339.0,217.0,2020-07-29_20h38m12s,DHB,low,0.3333333333333333,16695134936.382547,False,False
2020-07-29_20h39m47s,2014_1_4_MO17_R1_T24_S5_Sec21_DHB_Pos,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,9.0,109.0,403.0,259.0,2020-07-29_20h38m12s,DHB,low,0.3333333333333333,16695134936.382547,False,False
2020-08-03_17h32m30s,2015_03_09_Mo17_T24_S4_Sec3_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,11.0,49.0,49.0,188.0,2020-08-03_17h32m30s,DHB,low,0.3333333333333333,16695134936.382547,False,False
2020-08-03_17h33m43s,2015_03_09_Mo17_T24_S5_Sec20_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,7.0,48.0,37.0,104.0,2020-08-03_17h32m30s,DHB,low,0.3333333333333333,16695134936.382547,False,False
2020-08-03_17h52m53s,2015_03_09_B73_T24_S2_Sec19_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,33.0,13.0,33.0,50.0,2020-08-03_17h52m53s,DHB,low,0.5,25042702404.573822,False,False
2020-08-03_17h54m27s,2015_03_09_B73_T24_S4_Sec19_DHB_HighMass,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,9.0,30.0,61.0,98.0,2020-08-03_17h54m27s,DHB,low,1.0,50085404809.147644,False,False
2020-08-03_17h55m36s,2015_03_10_B73_T24_S3_Sec19_DHB_Pos_HighMass,Iowa State University,Josiah Rensner,True,Positive,maize,seed,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,23,42426.406871192856,22.0,62.0,49.0,63.0,2020-08-03_17h52m53s,DHB,low,0.5,25042702404.573822,False,False
2022-05-20_00h54m19s,top_control_1,Iowa State University,Josiah Rensner,True,Positive,lemna minor,frond,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHAP,"2,5-dihydroxyacetophenone (DHAP)/Gold Sputter",Other,none,240000.0,15.0,14.0,86.0,600.0,2022-05-20_00h54m19s,DHAP,high,1.0,13839230690.00006,False,False
2022-05-30_16h15m34s,bottom_control_1,Iowa State University,Josiah Rensner,True,Positive,lemna minor,frond,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHAP,"2,5-dihydroxyacetophenone (DHAP)/Gold Sputter",Other,none,240000.0,15.0,11.0,117.0,572.0,2022-05-30_16h15m34s,DHAP,high,1.0,13839230690.00006,False,False
2017-01-26_09h00m05s,JuS28_210x210_DMAN,JLU Giessen,Mario Kompauer,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,82.0,82.0,173.0,1560.0,2017-01-26_09h00m05s,DMAN,medium,1.0,2605837173.9080977,False,False
2017-01-26_09h08m49s,JuS30_210x210_PNA,JLU Giessen,Mario Kompauer,True,Negative,mouse,brain,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,Other,PNA,Other,none,140000.0,4.0,17.0,22.0,460.0,2017-01-26_09h08m49s,Other Matrix,medium,1.0,10675382068.809708,True,True
2017-06-09_07h12m31s,BW40_1_2016,JLU Giessen,Mario Kompauer,True,Positive,mouse,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,17.0,67.0,261.0,524.0,2017-06-09_07h12m31s,DHB,medium,1.0,4549898208.610672,False,False
2017-06-14_09h23m23s,MM44_mousebrain_20x20_25um_smartpixel,JLU Giessen,Mario Kompauer,True,Positive,mouse,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,19.0,68.0,186.0,399.0,2017-06-14_09h23m23s,DHB,high,1.0,4732810293.741636,False,False
2017-06-22_09h15m00s,Lipids,JLU Giessen,Max Müller,True,Positive,mouse,brain,healthy,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,57.0,30.0,279.0,1108.0,2017-06-22_09h15m00s,DHB,high,1.0,14421753092.5963,False,False
2017-10-25_12h40m47s,Trifolium repens 13,JLU Giessen,Mario Kompauer,True,Positive,trifolium repens,leaf,none,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,8.0,33.0,91.0,2671.0,2017-10-25_12h40m47s,DHB,high,1.0,350750544299.2654,True,False
2017-11-02_10h36m55s,MK_Strigeidida_2,JLU Giessen,Mario Kompauer,True,Positive,strigeidida,whole organism,none,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,140000.0,4.0,110.0,404.0,1494.0,2017-11-02_10h37m17s,DHB,medium,0.3333333333333333,126169731566.74559,True,True
2017-11-22_09h15m58s,Aconitum lycoctonum_4_DD,JLU Giessen,Mario Kompauer,True,Negative,aconitum lycoctonum,leaf,none,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,240000.0,28.0,51.0,402.0,606.0,2017-12-06_09h49m00s,DMAN,high,0.3333333333333333,33049620745.134686,False,False
2017-12-06_09h49m00s,Aconitum lycoctonum_5_DD,JLU Giessen,Mario Kompauer,True,Positive,aconitum lycoctonum,n/a,none,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,25.0,24.0,191.0,2613.0,2017-12-06_09h49m00s,DHB,high,0.3333333333333333,42084038286.72678,False,False
2018-01-18_12h10m22s,Aconitum lycoctonum_8_MK,JLU Giessen,Mario Kompauer,True,Positive,aconitum lycoctonum,leaf,n/a,MALDI,MALDI,Orbitrap,Orbitrap,Other,2-Mercaptobenzothiazole (MBT),Other,N/A,240000.0,22.0,21.0,282.0,1884.0,2018-01-16_15h04m40s,Other Matrix,high,0.3333333333333333,79626981223.29958,True,False
2018-01-25_10h16m38s,Aconitum lycoctonum_12_extract_MK_2,JLU Giessen,Mario Kompauer,True,Positive,aconitum lycoctonum,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,N/A,240000.0,34.0,34.0,146.0,1194.0,2018-01-25_10h16m38s,DHB,high,1.0,64076829624.39505,True,True
2018-01-25_10h27m14s,Aconitum lycoctonum_13_extract_recal_MK,JLU Giessen,Mario Kompauer,True,Negative,aconitum lycoctonum,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,N/A,240000.0,22.0,54.0,122.0,250.0,2018-01-25_10h27m14s,DMAN,high,1.0,36121655726.25221,False,False
2018-01-25_10h38m53s,Aconitum lycoctonum_12_extract_recal_MK_2,JLU Giessen,Mario Kompauer,True,Positive,aconitum lycoctonum,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,N/A,240000.0,19.0,51.0,114.0,1379.0,2018-01-25_10h38m53s,DHB,high,1.0,64076829624.39505,False,False
2018-02-16_13h21m58s,Asclepias curassavica_6_MK,JLU Giessen,Mario Kompauer,True,Negative,asclepias curassavica,leaf,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,N/A,240000.0,4.0,19.0,32.0,426.0,2018-02-06_10h12m07s,DMAN,high,0.14285714285714285,1041524212.0949209,False,False
2018-02-27_16h40m05s,MW212_1,JLU Giessen,Michael Waletzko,True,Positive,plant,leaf,wildtype,ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,22.0,125.0,743.0,5109.0,2018-02-19_12h54m11s,Other Solvent,medium,0.14285714285714285,728047803.233173,True,False
2021-03-08_09h34m01s,MM_sample8A_EMBLinterlabstudy_200x400_100um_A20__3kV_mz75-300_lock273,JLU Giessen,Max Müller,True,Positive,none,standards,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,349.0,311.0,973.0,855.0,2021-03-08_09h34m01s,DHB,high,1.0,236125759709.8519,True,True
2021-03-22_11h50m09s,MM_sample8B_EMBLinterlabstudy_200x400_100um_A20_3kV_mz75-300_lock273,JLU Giessen,Max Müller,True,Positive,none,standards,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,387.0,328.0,926.0,1033.0,2021-03-22_11h53m50s,DHB,high,0.5,118062879854.92595,True,False
2021-03-22_11h53m50s,MM_sample8B_EMBLinterlabstudy_200x400_100um_A20_3kV_mz300-1200_lock716,JLU Giessen,Max Müller,True,Positive,none,standards,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,16.0,11.0,90.0,2295.0,2021-03-22_11h53m50s,DHB,high,0.5,118062879854.92595,True,False
2021-03-22_11h57m41s,MM_sample8D_EMBLinterlabstudy_200x400_100um_A20_3kV_mz300-1200_nolock_negative9AA,JLU Giessen,Max Müller,True,Negative,none,standards,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),EtOH,Ethanol/Water 70/30,240000.0,5.0,16.0,5.0,274.0,2021-03-22_11h56m42s,9AA,high,0.5,330447091599.9732,True,False
2021-06-08_13h08m53s,Mouse brain - cerebellum (DIUTHAME),JLU Giessen,Max Müller,True,Positive,mouse,brain,wildtype,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,Other,DIUTHAME,Other,none,240000.0,12.0,26.0,95.0,132.0,2021-06-08_13h08m53s,Other Matrix,high,1.0,23739649790.075752,False,False
2022-01-31_09h08m54s,high speed mouse brain 1.9 pixels/s,JLU Giessen,Max Müller,True,Positive,mouse,brain,n/a,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,27.0,12.0,212.0,1211.0,2022-01-31_09h18m06s,DHB,high,0.5,4911564174.185632,False,False
2022-05-30_19h16m00s,5um_highspeed,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,13.0,11.0,46.0,650.0,2022-01-25_08h09m47s,DHB,high,0.5,38585669533.32844,False,False
2022-05-30_19h17m45s,MM_53_mousebrain_CMAF_10PS_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,30000.0,11.0,12.0,54.0,361.0,2022-05-30_20h09m30s,DHB,low,0.5,64779690454.03916,True,False
2022-05-30_20h03m10s,MM_54_mousebrain_pixelAF_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,41.0,88.0,235.0,934.0,2022-05-30_20h03m10s,DHB,high,1.0,77171339066.65688,False,False
2022-05-30_20h09m30s,MM_52_mousebrain_CMAF_5PS_200x200_10um_A40,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,60000.0,9.0,15.0,93.0,568.0,2022-05-30_20h09m30s,DHB,low,0.5,64779690454.03916,False,False
2022-05-30_20h18m04s,FP2_18PS_CM_cerebellum_200x200_10um_A20_3kV_1_X003,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,15000.0,18.0,18.0,8.0,251.0,2022-05-30_20h18m04s,DHB,low,1.0,129559380908.07832,True,False
2022-05-30_20h44m19s,FullPixel4_stitch,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,32.0,47.0,268.0,987.0,2022-05-30_20h44m19s,DHB,high,1.0,77171339066.65688,True,False
2022-05-31_10h25m40s,HS_5um_3_A25_200x300_5um_pixelmode_4kV_DHB_X189,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26.0,19.0,135.0,715.0,2022-01-25_08h08m02s,DHB,high,0.5,38585669533.32844,False,False
2022-05-31_10h27m17s,FullPixel4_125x260_50um_fullpixel_A30_X100,JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,32.0,54.0,255.0,976.0,2022-05-31_10h27m17s,DHB,high,1.0,77171339066.65688,True,False
2022-05-31_10h46m34s,"MM_76_mousebrain_325x226_40um_laseronoff_1,9PS_A40",JLU Giessen,Max Müller,True,Positive,mouse,brain,frozen,MALDI,AP-SMALDI5 AF,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,Aceton/water ,240000.0,26.0,31.0,482.0,995.0,2022-05-31_10h46m34s,DHB,high,1.0,77171339066.65688,False,False
2021-07-14_18h48m41s,2021_jl_lungmap_pos_section5_1,LungMAP,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,44.0,36.0,123.0,1654.0,2021-07-14_18h48m41s,DHB,high,0.5,3604429582.1777935,False,False
2021-08-06_18h15m16s,20210804_jl_lungmap_d281_lul_8a3_neg_3b,LungMAP,Jessica Lukowski,True,Negative,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,280000.0,26.0,28.0,102.0,412.0,2021-08-06_18h15m16s,NEDC,high,0.5,902792559.5065075,False,False
2021-08-16_23h52m40s,20210814_jl_lungmap_d281_8a3_pos_slide2_9b,LungMAP,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,70% MeOH,280000.0,80.0,84.0,183.0,2422.0,2021-08-16_23h19m04s,DHB,high,0.5,502398564.4090881,False,False
2018-08-15_13h10m20s,50k DESI-LTQ-FT of rat kidney,M4I,Pieter Kooijman,True,Positive,rat,kidney,wildtype,ESI,DESI,FTICR,FTICR,Other,none,MeOH,MeOH,105780.0,44.0,88.0,83.0,50.0,2018-08-15_13h10m20s,MeOH,medium,1.0,515727168.8804506,False,False
2021-06-15_17h34m28s,20190424_fullscan_negative_2021-6-15T13-48-15,M4I,Jianhua,True,Negative,mouse,heart,diseased,MALDI,MALDI,Orbitrap,Orbitrap,Norharmane,Norharmane,MeOH,CHCl3/MeOH=2:1,240000.0,104.0,20.0,15.0,,2021-06-15_17h34m28s,Norharmane,high,1.0,62871219565.88246,False,False
2021-12-06_14h44m10s,t11_s8_s44_1_section3,M4I,Jianhua,True,Negative,mouse,heart,diseased,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),MeOH,MeOH/H2O=7:3,240000.0,65.0,57.0,30.0,93.0,2021-12-06_14h44m10s,9AA,high,1.0,437843429686.17914,False,False
2021-12-06_14h45m53s,c5_s4_s17_1_section2,M4I,Jianhua,True,Negative,mouse,heart,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),MeOH,MeOH/H2O=7:3,240000.0,56.0,58.0,22.0,72.0,2021-12-06_14h45m53s,9AA,high,1.0,253113523755.10883,False,False
2021-12-06_14h55m46s,t11_s8_s44_1_section3_H2O,M4I,Jianhua,True,Negative,mouse,heart,diseased,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),MeOH,MeOH/H2O=7:3,240000.0,69.0,43.0,40.0,81.0,2021-12-06_14h55m46s,9AA,high,1.0,437843429686.17914,False,False
2021-12-06_15h06m14s,c5_s4_s17_1_section2_H2O,M4I,Jianhua,True,Negative,mouse,heart,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),MeOH,MeOH/H2O=7:3,240000.0,47.0,55.0,32.0,90.0,2021-12-06_15h06m14s,9AA,high,1.0,253113523755.10883,True,True
2021-09-08_00h18m04s,190218_Zfish_Dminus4C_Pos,METRIC,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,vdd,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,345.0,666.0,1490.0,3042.0,2021-09-08_00h18m04s,Other Solvent,medium,0.5,130783575276.07185,False,False
2021-09-08_00h21m52s,190219_Zfish_Dminus5C_Pos,METRIC,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,vdd,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,355.0,724.0,1443.0,3903.0,2021-09-08_00h18m04s,Other Solvent,medium,0.5,130783575276.07185,False,False
2021-09-08_00h24m06s,190411_Zfish_Dminus2B_pos,METRIC,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,vdd,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,524.0,687.0,990.0,2900.0,2021-09-08_00h24m06s,Other Solvent,medium,1.0,261567150552.1437,True,True
2021-09-08_00h24m55s,190411_Zfish_Dminus2C_Neg,METRIC,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,vdd,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,214.0,165.0,18.0,76.0,2021-09-08_00h24m55s,Other Solvent,medium,1.0,225729300685.37405,True,True
2021-09-08_00h29m12s,190220_Zfish_Dminus4D_Neg,METRIC,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,vdd,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,305.0,185.0,,9.0,2021-09-08_00h31m12s,Other Solvent,medium,0.5,112864650342.68703,True,False
2021-09-08_00h31m12s,190221_Zfish_Dminus5D_Neg,METRIC,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,vdd,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,298.0,291.0,98.0,157.0,2021-09-08_00h31m12s,Other Solvent,medium,0.5,112864650342.68703,False,False
2016-10-14_00h00m00s,MPI Bremen//MPIMM_026_QE_P_BA_CF,MPI Bremen,Manuel Liebeke,True,Positive,mussel,gill,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,6.0,17.0,137.0,332.0,2016-10-14_00h00m00s,DHB,high,1.0,2529545595.3273706,False,False
2016-10-21_07h18m06s,MPIMM_027_QE_P_Nod,MPI Bremen,Manuel Liebeke,True,Positive,bacteria,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,280000.0,6.0,18.0,133.0,1837.0,2016-10-21_07h18m06s,DHB,high,1.0,1140393742.5122616,False,False
2017-08-09_13h32m27s,MPIMM_071_QE_P_BH_936_HR,MPI Bremen,Manuel Liebeke,True,Positive,mussel,gill,healthy,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,,240000.0,3.0,12.0,83.0,527.0,2017-08-10_12h56m41s,DHB,high,0.5,5483060617.317353,False,False
2019-05-24_10h03m36s,MPIMM_146_QE_P_metaMIx,MPI Bremen,Manuel Liebeke,True,Positive,n/a,n/a,n/a,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,12.0,19.0,221.0,1355.0,2019-05-24_10h03m36s,DHB,high,1.0,5532799304.057863,False,False
2019-06-25_16h15m15s,MPIMM_159_QE_P_MetaMix,MPI Bremen,Manuel Liebeke,True,Positive,none,none,n/a,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHAP,DHAP,ACN,80% ACN 10% MeOH 10% H2O,240000.0,34.0,95.0,295.0,1499.0,2020-12-23_10h13m10s,DHAP,high,0.3333333333333333,9018940481.095377,False,False
2021-04-21_10h22m47s,MPIMM_230_QE_N_Metaspace,MPI Bremen,Manuel Liebeke,True,Negative,n/a,n/a,n/a,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),MeOH,70% MeOH | 0.1% TFA,240000.0,6.0,15.0,15.0,125.0,2021-04-22_12h25m37s,9AA,high,0.16666666666666666,3441287559.2299504,False,False
2021-04-23_10h42m18s,MPIMM_232_QE_N_Metaspace,MPI Bremen,Manuel Liebeke,True,Negative,n/a,n/a,n/a,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,9AA,9-aminoacridine (9AA),MeOH,70% MeOH | 0.1% TFA,240000.0,7.0,16.0,22.0,191.0,2021-04-22_12h25m37s,9AA,high,0.16666666666666666,3441287559.2299504,False,False
2021-04-28_19h13m40s,MPIMM_234_QE_P_Metaspace,MPI Bremen,Manuel Liebeke,True,Positive,n/a,n/a,n/a,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,36.0,101.0,653.0,3942.0,2021-04-16_09h13m01s,DHB,high,0.125,922133217.3429772,False,False
2017-03-07_17h53m03s,NCSU_ChickenOvary_Healthy_pos,NCSU,Mark Bokhart,True,Positive,gallus domesticus (chicken),ovary,healthy,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,56.0,106.0,679.0,6435.0,2017-03-07_17h53m03s,Other Solvent,medium,1.0,150108092489.5848,False,False
2017-03-07_19h18m55s,NCSU_ChickenOvary_Cancer_pos,NCSU,Mark Bokhart,True,Positive,gallus domesticus (chicken),ovary,cancer,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,75.0,152.0,503.0,5464.0,2017-03-07_19h18m55s,Other Solvent,medium,1.0,173592177520.6352,False,False
2017-03-07_19h30m41s,NCSU_ChickenOvary_Cancer_neg,NCSU,Mark Bokhart,True,Negative,gallus domesticus (chicken),ovary,cancer,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,20.0,50.0,95.0,416.0,2017-03-07_19h30m41s,Other Solvent,medium,1.0,149807958504.99103,False,False
2017-03-07_19h50m02s,NCSU_ChickenOvary_Healthy_neg,NCSU,Mark Bokhart,True,Negative,gallus domesticus (chicken),ovary,healthy,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,12.0,67.0,149.0,951.0,2017-03-07_19h50m02s,Other Solvent,medium,1.0,129541475958.90353,True,True
2017-03-09_16h09m38s,NCSU_macaque_colon,NCSU,Mark Bokhart,True,Positive,macaca mulatta,colon,healthy,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,605.0,754.0,1912.0,5117.0,2017-03-09_16h09m38s,Other Solvent,medium,1.0,687035640108.7837,True,True
2017-04-19_16h28m02s,NCSU_mouse_LCC6_liver,NCSU,Mark Bokhart,True,Positive,mouse,liver,diseased,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,141.0,214.0,435.0,1391.0,2017-04-19_16h28m02s,Other Solvent,medium,1.0,12709057810.232084,False,False
2017-05-03_17h59m31s,NCSU_M8_mouse_brain,NCSU,Mark Bokhart,True,Positive,mouse,brain,healthy,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,260.0,427.0,1284.0,1243.0,2017-05-03_17h59m31s,Other Solvent,medium,1.0,13557455216.969555,False,False
2017-08-03_18h26m57s,Mouse_Wholebody_3,NCSU,Mark Bokhart,True,Positive,mouse,whole organism,healthy,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,113.0,212.0,1087.0,7252.0,2017-08-03_18h26m57s,Other Solvent,medium,1.0,16535134880.287647,False,False
2017-08-03_19h01m00s,Mouse_Wholebody_3_negative,NCSU,Mark Bokhart,True,Negative,mouse,whole organism,healthy,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,82.0,60.0,447.0,1685.0,2017-08-03_19h01m00s,Other Solvent,medium,1.0,14269622257.178638,False,False
2019-04-30_17h48m44s,042919_healthy S3 1N_left upper arm_POS_250-1000,NCSU,Sitora Khodjaniyazova,True,Positive,mouse,left upper arm,healthy,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,316.0,374.0,870.0,2077.0,2019-04-30_17h48m44s,Other Solvent,medium,1.0,9777833246.1838,False,False
2019-10-05_21h34m29s,051316_GSH_QMSI_CancerTissue,NCSU,Sitora Khodjaniyazova,True,Negative,gallus domesticus (chicken),ovary,cancer,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,,140000.0,27.0,82.0,377.0,1516.0,2019-10-05_21h34m29s,Other Solvent,medium,1.0,588108988375.2344,True,True
2021-01-06_20h44m23s,20201220_pCSF AS HB_positive_slide_spot2_20201220122959,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,136.0,211.0,495.0,1189.0,2021-01-06_20h44m23s,Other Solvent,high,1.0,7696331233.60771,False,False
2021-01-06_20h50m02s,pos_syringe change_10ppb_spot1_lower stage,NCSU,Alexandria Sohn,True,Positive,human,brain,n/a,Other,IR-MALDESI,Orbitrap,Orbitrap,Other,none,Other,none,240000.0,14.0,108.0,557.0,1867.0,2021-01-06_20h50m02s,Other Solvent,high,1.0,7696331233.60771,False,False
