,ds_id,name,group,submitter,is_public,polarity,organism,organism_part,condition,source,raw_source,analyzer,raw_analyzer,matrix,raw_matrix,solvent,raw_solvent,rp,fdr5,fdr10,fdr20,fdr50
1415,2020-03-20_18h40m24s,20200319_jl_lungmap_slide5_7,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,75,64,106,1301
1416,2020-03-20_18h39m54s,20200319_jl_lungmap_slide5_6,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,76,72,184,1510
1417,2020-03-20_18h38m21s,20200319_jl_lungmap_slide5_3,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,73,61,156,1482
1418,2020-03-12_22h22m08s,20200311_jl_kidney_17635004_6,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,20,3,71,1901
1419,2020-03-12_22h21m08s,20200311_jl_kidney_17635004_4,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,31,37,131,1898
1420,2020-03-12_22h20m05s,20200311_jl_kidney_17635004_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,46,47,188,1689
1421,2020-03-11_19h05m42s,20201012_jl_kidney_day1_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,37,29,133,1480
1422,2020-03-11_16h40m10s,20201012_jl_kidney_day1_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,36,37,143,2201
1423,2020-03-02_11h38m22s,UR1_Epididymis_Head_NEG,U Rennes 1,Mélanie Lagarrigue,True,Negative,rat,epididymis,control,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Other,none,260000.0,6,,153,165
1424,2020-02-26_13h04m24s,20200221_slide_19,♡EMBL♡,Christopher Rath,True,Negative,n/a,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,DAN,ACN,70% ACN,140000.0,31,15,29,432
1425,2020-02-25_21h02m28s,lg705a_5_1_100to800_lowres_pos_1_02.24.20 - total ion count,None,William Andrews,True,Positive,mouse,lung,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,DHB/CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",70000.0,6,11,32,1259
1426,2020-02-25_21h01m42s,lg705a_5_1_100to800_highres_pos_1_02.24.20 - total ion count,None,William Andrews,True,Positive,mouse,lung,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,DHB/CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",70000.0,8,2,96,967
1427,2020-02-25_16h14m02s,pao1_coculture_100to800_pos_1_02.20.20 - no normalization,None,William Andrews,True,Positive,"pseudomonas aeruginosa, staph aureus",culture,pqsa,MALDI,MALDI,FTICR,FTICR,DHB,DHB/CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",70000.0,4,,5,716
1428,2020-02-25_16h03m11s,pqsa_coculture_100to800_pos_1_02.21.20 - no normalization,None,William Andrews,True,Positive,"pseudomonas aeruginosa, staph aureus",culture,pqsa,MALDI,MALDI,FTICR,FTICR,DHB,DHB/CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",70000.0,2,,,714
1429,2020-02-25_15h57m19s,pao1_monoculture_100to800_pos_1_02.20.20 - no normalization,None,William Andrews,True,Positive,pseudomonas aeruginosa,culture,pao1 ,MALDI,MALDI,FTICR,FTICR,DHB,DHB/CHCA,ACN,"50% ACN, 50% H2O with 0.1% TFA",70000.0,9,,2,837
1430,2020-02-24_23h22m05s,20200221_jl_lungmap_baylor_2,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,31,13,81,1630
1431,2020-02-24_20h44m17s,20200221_jl_lungmap_rochester_2,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,240000.0,47,25,149,1945
1432,2020-02-24_14h29m10s,20200221_slide_12,♡EMBL♡,Christopher Rath,True,Positive,n/a,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,DHB,ACN,70% ACN,140000.0,6,17,136,1692
1433,2020-02-19_00h09m35s,microfluidic_open_day4,PNNL,Jessica Lukowski,True,Positive,bacillus subtilis,whole organism,wildtype,MALDI,MALDI,FTICR,FTICR,Other,none,Other,,240000.0,2,,1,11
1434,2020-02-19_00h03m48s,microfluidic_open_day5,PNNL,Jessica Lukowski,True,Positive,bacillus subtilis,whole organism,wildtype,MALDI,MALDI,FTICR,FTICR,Other,none,Other,,240000.0,2,,31,84
1435,2020-02-17_18h19m25s,20200122_jl_kidney_vac_combined_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,37,50,160,1805
1436,2020-02-17_15h07m36s,UR1_Epididymis_Head_POS,U Rennes 1,Mélanie Lagarrigue,True,Positive,rat,epididymis,control,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,260000.0,40,139,421,515
1437,2020-02-14_11h14m00s,MPIMM_197_QE_P_Culture2,MPI Bremen,Manuel Liebeke,True,Positive,marine culture,whole organism,wildtype,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,MeOH,50% MeOH | 0.1% TFA,240000.0,6,,56,1582
1438,2020-02-06_23h14m51s,190221_Zfish_Dplus4A_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,188,377,284,160
1439,2020-02-06_22h53m36s,190220_Zfish_Dplus5D_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,126,289,132,87
1440,2020-02-06_22h50m14s,190220_Zfish_Dplus7D_Neg,None,Whitney Stutts,True,Negative,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,173,235,72,69
1441,2020-02-06_22h12m21s,190219_Zfish_Dplus7C_Pos,None,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,399,358,811,2892
1442,2020-02-06_21h30m55s,190218_Zfish_Dplus4C_Pos,None,Whitney Stutts,True,Positive,danio rerio (zebrafish),whole organism,control,ESI,IRMALDESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,328,195,857,2744
1443,2020-01-23_21h23m22s,20200122_jl_kidney_day7_vac_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,29,48,106,2690
1444,2018-10-25_15h58m17s,RW10s2 vs 722 #7,♡EMBL♡,Don Nguyen,True,Positive,pseudomonas putida | pseudomonas savastanoi,cells,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,Universal DHB CHCA,MeOH,80% MeOH / 20% H2O,140000.0,7,23,121,779
1445,2020-01-06_11h21m42s,Hpv0509 all merged,U Copenhagen,Andreas Danielsen,True,Negative,mouse,breast tumor,drug treated cancer and cancer control ,ESI,DESI,Orbitrap,Orbitrap,Other,none,MeOH,MeOH/H2O 90/10 5µL/min,100000.0,45,34,86,357
1446,2020-01-16_13h13m47s,14_brain_60k_4-33671_chB_rxs_SN0p5_centroid_aFT_recalib,SpectroSwiss,Nagornov Spectroswiss,True,Positive,n/a,brain,n/a,MALDI,MALDI,Orbitrap,Orbitrap XL,Other,N/A,Other,none,169705.62748477142,33,95,400,1374
1447,2020-01-16_02h08m03s,20200113_jl_kidney_day7_n2_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,38,46,97,1763
1448,2020-01-16_00h04m19s,20201012_jl_kidney_day2_vac_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,56,33,146,2357
1449,2020-01-15_23h06m55s,20201012_jl_kidney_day2_vac_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,53,26,160,2377
1450,2020-01-15_22h30m43s,20200114_dv_kidney_gb3_fungycat_casi_45lp_75um,PNNL,Dusan Velickovic,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,DHB,MeOH,50% MeOH,240000.0,6,18,24,187
1451,2020-01-15_21h34m32s,20201012_jl_kidney_day2_vac_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,50,31,123,2333
1452,2020-01-15_16h14m29s,con-01-01 - total ion count,IBMP,Claire Villette,True,Positive,arabidopsis thaliana,roots,stressed,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,MeOH,2000000.0,2,,,39
1453,2020-01-15_16h13m32s,con-01-01 - total ion count,IBMP,Claire Villette,True,Positive,arabidopsis thaliana,roots,stressed,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),MeOH,MeOH,2000000.0,2,,,39
1454,2020-01-14_22h29m55s,20200110_jl_kidney_day7_rt_redo_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,53,28,128,1833
1455,2020-01-13_23h01m15s,20200112_jl_kidney_day2_dhb_3,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,39,37,182,718
1456,2020-01-13_22h57m18s,20200112_jl_kidney_day2_dhb_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,39,51,204,848
1457,2020-01-09_19h06m59s,20200107_jl_kidney_day2_N2_3_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,51,48,193,954
1458,2020-01-09_18h42m02s,20200107_jl_kidney_day2_N2_2_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,63,57,208,730
1459,2020-01-06_23h13m42s,20200105_jl_kidney_day7_DHB_3a_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,44,50,174,562
1460,2020-01-06_22h03m31s,20200105_jl_kidney_day2_rt_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,50,30,180,617
1461,2020-01-06_22h02m51s,20200105_jl_kidney_day2_rt_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,50,48,148,625
1462,2019-12-27_23h01m42s,20191226_dv_17-365-005_1_04_chca_neg,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,CHCA,alpha-cyano-4-hydroxycinnamic acid (CHCA),ACN,50% ACN,240000.0,1,,,
1463,2019-12-27_23h00m59s,20191226_dv_17-365-005_1_02_norh_neg,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,Norharmane,Norharmane,MeOH,CHCl3/MeOH=2:1,240000.0,4,,,218
1464,2019-12-27_20h39m50s,17-365-5_50um_9aa_04_neg_importedpeaks,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,9AA,9-aminoacridine (9AA),Acetone,98% acetone,240000.0,2,23,62,184
1465,2019-12-27_20h38m49s,17-365-5_50um_nedc_02_importedpeaks,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),MeOH,70% MeOH,240000.0,62,50,116,755
1466,2019-12-26_22h37m21s,18-312-2_07_nocasi,PNNL,Dusan Velickovic,True,Negative,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,Norharmane,Norharmane,MeOH,CHCl3/MeOH=2:1,240000.0,5,13,58,219
1467,2019-12-18_12h35m35s,Human CEA Patient I - section 4 ,Erasmus MC,Mirjam Visscher,True,Positive,human,artery,diseased,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,12500.0,3,,246,691
1468,2019-12-16_15h22m13s,2019-12-12_DDN_SCoelicolor_100_180x317_30,♡EMBL♡,Don Nguyen,True,Positive,streptomyces coelicolor,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,Universal DHB CHCA,ACN,70% ACN / 30% H2O,140000.0,9,,4,1019
1469,2019-11-27_15h36m01s,DESI Liver SYNAPT-XS HighRes TEST,Waters,Bindesh Shrestha,True,Positive,gallus domesticus (chicken),liver,n/a,MALDI,MALDI,TOF,Synapt,Other,none,Other,none,60000.0,85,145,524,3612
1470,2019-12-12_19h29m08s,test_MALDI2,PNNL,Dusan Velickovic,True,Positive,mouse,brain,n/a,MALDI,MALDI 2,Orbitrap,Orbitrap,DHB,DHB,MeOH,50% MeOH,36742.346141747665,2,,,134
1471,2019-11-12_17h15m55s,DESI RAT Brain SYNAPT-XS SENS-Mode,Waters,Bindesh Shrestha,True,Positive,mouse,brain,n/a,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,20000.0,16,,49,1059
1472,2019-12-11_17h10m47s,111219_Drosophila_DAN_NEG_20um_0at,♡EMBL♡,Mans Ekelof,True,Negative,drosophila,embryo,n/a,MALDI,AP-SMALDI5,Orbitrap,Orbitrap,DAN,DAN,ACN,70% ACN,140000.0,18,14,,
1473,2019-12-10_22h08m39s,20191210_jl_lungmap_10passes_test2,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,97,69,179,2587
1474,2019-12-10_18h29m45s,2019_12_09_Yeast_DAN_Droplet_2,♡EMBL♡,Mans Ekelof,True,Negative,s pombe,whole cells,wildtype,MALDI,AP-SMALDI5,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",ACN,70% ACN,140000.0,3,,21,129
1475,2019-12-10_15h05m46s,DESI LIVER SYNAPT-XS HIRES-Mode,Waters,Bindesh Shrestha,True,Positive,gallus domesticus (chicken),liver,n/a,ESI,DESI,TOF,Synapt XS,Other,none,Other,none,50000.0,85,164,519,3625
1476,2019-12-09_21h07m16s,20191206_jl_lungmap_dhb_10pass,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,90,46,219,2328
1477,2019-12-05_11h13m06s,Human CEA Patient H - section 4,Erasmus MC,Mirjam Visscher,True,Positive,human,artery,diseased,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,12500.0,,,51,133
1478,2019-12-04_00h41m47s,20191202_jl_lungmap_test_12pass,PNNL,Jessica Lukowski,True,Positive,human,lung,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,73,87,117,2505
1479,2019-11-29_13h09m04s,20191128_R-tetraphylla_DHB_30um_317by38_atn0,U Copenhagen,Marcus Lorensen,True,Positive,plant,leaf,wildtype,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,140000.0,12,14,155,2268
1480,2019-11-28_11h11m19s,MPIMM_194_QE_N_BC_CF ,MPI Bremen,Manuel Liebeke,True,Negative,bathymodiolus childressi,gill,wildtype,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,Acetone,"60% Acetone, 40% Water, 0.1% TFA",240000.0,1,,,120
1481,2019-11-28_11h08m15s,MPIMM_193_QE_P_BC_CF,MPI Bremen,Manuel Liebeke,True,Positive,bathymodiolus childressi,gill,wildtype,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,Acetone,"60% Acetone, 40% Water, 0.1% TFA",240000.0,6,,,933
1482,2019-11-28_10h39m21s,MPIMM_192_QE_P_BC_CF,MPI Bremen,Manuel Liebeke,True,Positive,bathymodiolus childressi,gill,wildtype,MALDI,AP-SMALDI 10,Orbitrap,Orbitrap,DHB,SDHB,Acetone,"60% Acetone, 40% Water, 0.1% TFA",240000.0,4,,,1649
1483,2019-11-26_17h40m02s,BOB_Cetuximab_all_30um_80-900_neg,None,Lucy Flint,True,Negative,human,lung,"cancer, hcc",ESI,DESI,Orbitrap,Orbitrap,Other,none,Other,none,140000.0,116,305,1008,2332
1484,2019-11-20_16h30m25s,64-bit_32-bit,♡EMBL♡,Don Nguyen,True,Positive,pseudomonas and actinomycetes,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,Universal DHB CHCA,ACN,70% ACN / 30% H2O,140000.0,2,,,432
1485,2017-01-20_17h52m13s,20170120_VS_neg_Disc13__10x10_fixed,♡EMBL♡,Veronika Saharuka,True,Negative,n/a,wddm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,12,64,241,374
1486,2017-01-17_15h18m37s,20170113_VS_DISC09_nedc004_neg_60x93_10X10,♡EMBL♡,Veronika Saharuka,True,Negative,n/a,wddm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,14000.0,7,,92,73
1487,2017-01-16_09h23m49s,20170113_VS_DISC6_nedc003_neg_77x88_10X10,♡EMBL♡,Veronika Saharuka,True,Negative,n/a,wddm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,6,7,107,67
1488,2017-01-25_17h34m34s,20170125_VS_Disc14_DMAN_sub_long_25x25_10x10,♡EMBL♡,Veronika Saharuka,True,Negative,n/a,wddm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DMAN,"1,8-bis(dimethylamino)naphthalene (DMAN)",Other,,140000.0,193,138,247,138
1489,2017-01-19_18h32m25s,20170113_VS_DISC11_sub_neg_73x66_10X10,♡EMBL♡,Veronika Saharuka,True,Negative,n/a,wddm,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,NEDC,n-(1-naphthyl)ethylenediamine dihydrochloride (NEDC),Other,,140000.0,8,17,185,543
1490,2019-11-18_23h58m58s,17-635-002_6_S1_SM_Neg_20191115_AP,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,24,43,127,57
1491,2019-11-18_12h37m23s,2019-11-16_DDN_50_328x666_Pseudomonas_Actino_#1,♡EMBL♡,Don Nguyen,True,Positive,pseudomonas and actinomycetes,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,Universal DHB CHCA,ACN,70% ACN / 30% H2O,140000.0,1,,,237
1492,2019-11-16_02h51m24s,lung_p28_enzyme,PNNL,Dusan Velickovic,True,Positive,mouse,lung,28 days,MALDI,MALDI,FTICR,FTICR,CHCA,CHCA,ACN,"50% ACN, 0.1%TFA",525000.0,3,,,
1493,2019-11-15_22h02m57s,17-635-002_9_S1_SM_Neg_20191115_AP,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,15,31,287,190
1494,2019-11-15_20h42m46s,17-635-002_4_S1_SM_Neg_20191114_AP,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,35,52,195,91
1495,2019-10-04_14h01m48s,2019-10-02_DDN_Univ_105x105_151x419_RW10S2_722_#15 CENTROIDED,♡EMBL♡,Don Nguyen,True,Positive,pseudomonas putida | pseudomonas savastanoi,n/a,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",ACN,70% ACN / 20% H2O,140000.0,1,,,487
1496,2019-11-14_09h39m17s,MPIMM_0191_QE_P_SLG_CF,MPI Bremen,Manuel Liebeke,True,Positive,bacteria,whole organism,wildtype,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",Other,none,240000.0,4,,9,1270
1497,2019-11-12_22h20m04s,20191111_jl_kidney_nitrogen_day7_mimetic_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,7,,3,398
1498,2019-11-12_22h13m45s,20191111_jl_kidney_nitrogen_day7_mimetic_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,4,,,527
1499,2019-11-12_21h21m37s,20191111_jl_kidney_rt_day7_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,9,8,66,1339
1500,2019-11-12_21h20m41s,20191111_jl_kidney_rt_day7_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,17,17,39,841
1501,2019-11-07_21h38m10s,20191105_jl_kidney_rt_day2_mimetic_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,20,4,39,1033
1502,2019-11-07_21h33m10s,20191105_jl_kidney_vac_day2_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,10,1,41,742
1503,2019-11-07_21h10m30s,20191104_jl_kidney_day1_mimetic_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,20,16,55,1142
1504,2019-11-07_21h07m38s,20191104_jl_kidney_day1_mimetic_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,12,6,51,910
1505,2019-11-07_21h00m29s,20191104_jl_kidney_day1_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,24,8,88,1257
1506,2019-11-06_21h43m15s,20191105_jl_kidney_day2_nitrogen_mimetic_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,8,6,16,828
1507,2019-11-06_21h36m56s,20191105_jl_kidney_day7_nitrogen_2,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,15,1,92,664
1508,2019-11-06_21h35m27s,20191105_jl_kidney_day7_nitrogen_1,PNNL,Jessica Lukowski,True,Positive,human,kidney,biopsy,MALDI,MALDI,FTICR,FTICR,DHB,"2,5-dihydroxybenzoic acid (DHB)",MeOH,50% MeOH,280000.0,12,15,42,755
1509,2019-11-05_09h52m27s,MPIMM_193_QE_P_LR_CF,MPI Bremen,Benedikt Geier,True,Positive,lumbricus rubellus,whole organism,wildtype,MALDI,MALDI,Orbitrap,Orbitrap,DHB,"2,5-dihydroxybenzoic acid (DHB)",Acetone,60% acetone | 0.1% TFA,240000.0,1,,,1498
1510,2019-11-01_13h33m19s,190506_Mouse328_biopsy2_35umNeg_p4_106by96_Atn0_Recal,U Copenhagen,Patricia Thomsen,True,Negative,mouse,skin,cancer,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",MeOH,90% MeOH,140000.0,4,24,70,535
1511,2019-10-29_21h53m09s,A3_20um_10282019,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,20,18,100,1
1512,2019-10-29_21h23m43s,E3_20um_10252019,UTHSA,Annapurna Pamreddy,True,Negative,human,kidney,n/a,MALDI,MALDI,Orbitrap,Orbitrap,DAN,"1,5-diaminonaphthalene (DAN)",EtOH,50% EtOH+5%HCl,120000.0,15,56,155,98
